phone_id,phone_number,imei,service_provider
PH_1241,+918717124135,861272533151802,Jio
PH_1242,+916518784128,865631772728359,BSNL
PH_1243,+919190533614,863220931863860,Airtel
PH_1244,+919581395249,861422759729224,Jio
PH_1245,+916313595787,867828648489099,BSNL
PH_1246,+917521998002,868074358542916,Jio
PH_1247,+919057945892,863092909181754,Vi
PH_1248,+919854416702,861797670687457,Airtel
PH_1249,+919172900312,867244541959326,BSNL
PH_1250,+919911316017,868665807114828,Vi
PH_1251,+919254125195,869963324537932,Airtel
PH_1252,+916653936235,861136990555334,Vi
PH_1253,+918894408903,868978543440874,BSNL
PH_1254,+917376265912,864107145072029,Vi
PH_1255,+919320036885,865084930074833,Vi
PH_1256,+918118679324,861847573644596,BSNL
PH_1257,+917225170345,867757369972381,Vi
PH_1258,+919252579672,861735054432161,Jio
PH_1259,+917849145121,865894197417871,Vi
PH_1260,+916427205530,866009423705186,Jio
PH_1261,+916509173023,865815894615781,BSNL
PH_1262,+917885133086,866073083603775,Vi
PH_1263,+918603481095,862867251930343,Jio
PH_1264,+918862310586,863479392830980,Airtel
PH_1265,+916888384398,861481761552789,Airtel
PH_1266,+919825288730,864435110514025,Airtel
PH_1267,+918097515527,867498396231533,Jio
PH_1268,+917210482937,868501466034501,BSNL
PH_1269,+918237222263,866190269761806,Airtel
PH_1270,+919076274213,863112457090732,BSNL
PH_1271,+919817709488,869677690506034,Vi
PH_1272,+916373077289,863408894696811,Vi
PH_1273,+919142342983,863051571511729,Vi
PH_1274,+919451612191,864916122491205,Airtel
PH_1275,+917404951301,869917025244671,Vi
PH_1276,+917185874957,866539167513934,Airtel
PH_1277,+917861342732,866585696437527,Jio
PH_1278,+919613918807,861625459254483,Airtel
PH_1279,+917056191455,864873816385237,Jio
PH_1280,+917139394892,863664898853830,BSNL
PH_1281,+919495540116,865971410585136,Jio
PH_1282,+916852864391,861056754509947,BSNL
PH_1283,+916288884955,864670527228638,Jio
PH_1284,+916166699419,865129971398373,Vi
PH_1285,+918079765165,864169489735729,Vi
PH_1286,+919610744021,869622082679685,BSNL
PH_1287,+918567712298,866198976131575,Airtel
PH_1288,+916940299467,868379987635613,BSNL
PH_1289,+917397569678,863037639280810,Jio
PH_1290,+917996025623,866613334632511,Airtel
PH_1291,+917492838599,868003790149750,Jio
PH_1292,+919322937931,869512119110890,BSNL
PH_1293,+918581527840,861507814857130,Vi
PH_1294,+917150724227,864786045829594,BSNL
PH_1295,+916261148003,865601298073165,Vi
PH_1296,+917766215487,868479436229782,BSNL
PH_1297,+917119695300,861961696300873,Vi
PH_1298,+918085229775,864851418235932,Vi
PH_1299,+918732742483,861802379453386,Vi
PH_1300,+917922583478,864893000497359,Jio
PH_1301,+918302158748,862939715835586,Vi
PH_1302,+916554975640,861372469136195,BSNL
PH_1303,+916387632437,867370340433366,Jio
PH_1304,+916674279418,865036057306530,Vi
PH_1305,+919441494580,866829876422821,BSNL
PH_1306,+916926059797,861631418779694,Airtel
PH_1307,+919243223486,869822303149169,BSNL
PH_1308,+919398794286,861745111971637,Jio
PH_1309,+917215861114,861426496550806,Jio
PH_1310,+918712510228,861593767669809,Vi
PH_1311,+919220862110,867647681891536,BSNL
PH_1312,+916563470451,865749703923378,Airtel
PH_1313,+916328681328,869873719789712,BSNL
PH_1314,+916086561545,862679984393047,BSNL
PH_1315,+916834443750,866492658882842,Vi
PH_1316,+917826016991,866312975184626,Vi
PH_1317,+917970984707,862753217103607,Vi
PH_1318,+918817716350,869291761646515,BSNL
PH_1319,+917250860498,862638227376714,Jio
PH_1320,+917745177124,865898672178037,BSNL
PH_1321,+917221587418,869914347232535,Jio
PH_1322,+917642431326,868954744595609,Jio
PH_1323,+918481973488,861437980108612,BSNL
PH_1324,+919312303657,868865082047671,Vi
PH_1325,+918047867526,862917974138905,Vi
PH_1326,+917427799501,862675396453085,Jio
PH_1327,+916891986607,862474247391473,Jio
PH_1328,+917731709641,862036085396553,BSNL
PH_1329,+917082434192,866477852221556,Vi
PH_1330,+919583391810,861640597000628,Vi
PH_1331,+918959222174,865715898021593,Jio
PH_1332,+919242863201,866508294764568,Jio
PH_1333,+917382283488,862433372618314,Airtel
PH_1334,+917828376268,862364507912618,BSNL
PH_1335,+916546674084,861239474004932,Jio
PH_1336,+918233121087,863137812020579,Jio
PH_1337,+916847687424,863001334141258,Airtel
PH_1338,+919803205717,869712015525056,Jio
PH_1339,+918689357814,863458813772957,BSNL
PH_1340,+917715434253,866218425029702,Airtel
PH_1341,+917870369767,866179712280946,Vi
PH_1342,+918244034945,867540760791604,Jio
PH_1343,+916607813459,864597829781916,Vi
PH_1344,+918230719199,865422117731689,BSNL
PH_1345,+917988055189,863383396931541,Jio
PH_1346,+918252188304,861173833949814,Vi
PH_1347,+917788007547,863642174655908,BSNL
PH_1348,+916287969013,866484697299249,Jio
PH_1349,+916855847996,862652248343005,BSNL
PH_1350,+917421785056,862074148619995,BSNL
PH_1351,+918553162493,862173198032418,Vi
PH_1352,+918733074647,867065464611297,Airtel
PH_1353,+919985212098,865828370626061,Vi
PH_1354,+919525113411,866380431473527,Vi
PH_1355,+918682211099,868094285197682,Vi
PH_1356,+918409958962,864563359850531,Airtel
PH_1357,+918545365683,862808835878294,Jio
PH_1358,+917202528733,865622150711668,Airtel
PH_1359,+916544189915,867737798898493,Vi
PH_1360,+918472422439,864682820239566,Jio
PH_1361,+916011470941,865079288490612,Jio
PH_1362,+916392294862,863579621454773,Jio
PH_1363,+916707889594,866686537760192,Airtel
PH_1364,+919848090287,861918993474016,Jio
PH_1365,+918197757357,868734408178108,BSNL
PH_1366,+918855475644,866752987098507,Vi
PH_1367,+918149094710,863064848509131,Jio
PH_1368,+918405805049,867637413453877,BSNL
PH_1369,+919033297428,867246920315902,Vi
PH_1370,+919601971852,866577109461750,Airtel
PH_1371,+919793682791,869621896221717,Vi
PH_1372,+918943631361,868661791137724,Vi
PH_1373,+916764557476,867088846454436,BSNL
PH_1374,+916918177938,867726739055643,Vi
PH_1375,+916768823182,861188958969195,Jio
PH_1376,+917898721574,861095326320720,Vi
PH_1377,+917410688654,869844427554782,Airtel
PH_1378,+918606076280,861589583165153,Vi
PH_1379,+918755969088,868007147810396,Airtel
PH_1380,+918987145791,865452610911607,Vi
PH_1381,+918685515992,869626246310188,Jio
PH_1382,+918033445449,861670461090676,Vi
PH_1383,+916123853836,863696008139665,Jio
PH_1384,+919740543801,863318642145400,Airtel
PH_1385,+917802050514,861984060444846,BSNL
PH_1386,+918737947824,862098268625052,Vi
PH_1387,+916418653917,864418160785803,Airtel
PH_1388,+917428785242,863979458794909,Vi
PH_1389,+918217665352,868093844991434,BSNL
PH_1390,+919597965706,862142725369954,Jio
PH_1391,+919543552219,869825132554832,Jio
PH_1392,+919130846781,862474318975128,Jio
PH_1393,+917904383663,865844914272130,Jio
PH_1394,+918958015721,868200536147308,Jio
PH_1395,+918728591473,866471802183713,Vi
PH_1396,+918407584239,863071680416338,Vi
PH_1397,+918002538288,862514819040360,BSNL
PH_1398,+916378652730,864208729529755,Airtel
PH_1399,+916797398856,864822565727329,Vi
PH_1400,+917977184333,866412718499349,Jio
