account_id,account_number,bank_name,balance
ACC_1093,520115203970,HDFC Bank,1404059.74
ACC_1094,554621158698,State Bank of India,4875672.65
ACC_1095,183166824340,Axis Bank,1542617.27
ACC_1096,547964316461,State Bank of India,131712.77
ACC_1097,457707017893,HDFC Bank,3559289.74
ACC_1098,254058350402,Punjab National Bank,3014929.15
ACC_1099,211031647240,ICICI Bank,567757.53
ACC_1100,391948851849,ICICI Bank,1592240.33
ACC_1101,298099898903,Punjab National Bank,1062340.03
ACC_1102,189336915729,HDFC Bank,246344.45
ACC_1103,704562321344,Punjab National Bank,4564953.07
ACC_1104,989400380840,Punjab National Bank,4676111.33
ACC_1105,859652155913,Punjab National Bank,1486734.8
ACC_1106,823926902828,ICICI Bank,503078.15
ACC_1107,926367383437,State Bank of India,1560149.09
ACC_1108,563332328494,State Bank of India,3289829.66
ACC_1109,912904372103,State Bank of India,685321.28
ACC_1110,748302533039,State Bank of India,535036.65
ACC_1111,144998273972,Axis Bank,4047693.39
ACC_1112,694449194985,State Bank of India,1322146.97
ACC_1113,373993603748,State Bank of India,1670980.09
ACC_1114,813759695021,Punjab National Bank,3503786.63
ACC_1115,791935869243,State Bank of India,2352108.05
ACC_1116,880519032210,HDFC Bank,847678.55
ACC_1117,851034410882,Punjab National Bank,1193694.1
ACC_1118,106046929533,Punjab National Bank,4375488.64
ACC_1119,974355229003,HDFC Bank,2463771.39
ACC_1120,165446332423,Axis Bank,1055826.58
ACC_1121,528065999920,HDFC Bank,4125301.86
ACC_1122,479214286063,HDFC Bank,2023198.45
ACC_1123,553508904470,Punjab National Bank,1439026.11
ACC_1124,775379444078,State Bank of India,3534814.91
ACC_1125,809764817410,Punjab National Bank,2488888.51
ACC_1126,228753738683,Axis Bank,2954096.06
ACC_1127,378085326817,HDFC Bank,2883503.45
ACC_1128,807872656453,Punjab National Bank,600766.2
ACC_1129,373464964815,HDFC Bank,3555629.89
ACC_1130,917117510773,State Bank of India,3656531.17
ACC_1131,536729747321,HDFC Bank,4826134.25
ACC_1132,731843864063,State Bank of India,3259613.13
ACC_1133,223339591625,State Bank of India,2067365.82
ACC_1134,324804416487,Axis Bank,722774.12
ACC_1135,811780509695,State Bank of India,4344136.91
ACC_1136,514082636743,Punjab National Bank,3401892.33
ACC_1137,827753912065,HDFC Bank,4288923.4
ACC_1138,323965001607,Axis Bank,1766537.77
ACC_1139,833880851734,HDFC Bank,2450076.75
ACC_1140,404724248906,Axis Bank,245618.2
ACC_1141,572459533978,Axis Bank,793866.89
ACC_1142,168005180900,Axis Bank,2621885.7
ACC_1143,551847051700,State Bank of India,4406651.65
ACC_1144,409841938029,ICICI Bank,886123.33
ACC_1145,116187961799,Axis Bank,3928690.42
ACC_1146,170994058601,Punjab National Bank,2272690.85
ACC_1147,805676852121,HDFC Bank,2247266.02
ACC_1148,398030335767,HDFC Bank,2402271.09
ACC_1149,117753190354,HDFC Bank,3226456.57
ACC_1150,342169934180,Punjab National Bank,2548978.85
ACC_1151,262925187455,State Bank of India,1339111.29
ACC_1152,672823370623,ICICI Bank,3449849.34
ACC_1153,669763033502,ICICI Bank,3732268.25
ACC_1154,168806662718,Punjab National Bank,4785813.5
ACC_1155,362453078327,ICICI Bank,1261241.74
ACC_1156,929977923698,Punjab National Bank,4279394.94
ACC_1157,978640416301,Punjab National Bank,4609215.58
ACC_1158,648156021620,Punjab National Bank,17850.82
ACC_1159,125592084557,ICICI Bank,3842697.11
ACC_1160,708896167202,Axis Bank,2840187.37
ACC_1161,628287250277,HDFC Bank,937671.96
ACC_1162,438154023477,Axis Bank,1256587.39
ACC_1163,399808444886,Punjab National Bank,998134.08
ACC_1164,836165785490,Punjab National Bank,2826513.15
ACC_1165,204612035295,Axis Bank,2359800.52
ACC_1166,457534054609,State Bank of India,4289124.41
ACC_1167,616928866255,HDFC Bank,2662897.45
ACC_1168,351226168645,Axis Bank,4787551.48
ACC_1169,855984816312,State Bank of India,516858.89
ACC_1170,254171825253,HDFC Bank,2054265.77
ACC_1171,323526748585,Axis Bank,2062387.01
ACC_1172,916026417623,State Bank of India,513973.19
ACC_1173,583392419021,HDFC Bank,1104440.06
ACC_1174,337144616692,ICICI Bank,485184.07
ACC_1175,109691407062,Punjab National Bank,2046281.77
ACC_1176,409200346025,Punjab National Bank,4449118.02
ACC_1177,331469113742,State Bank of India,1704730.61
ACC_1178,771031557769,State Bank of India,468457.27
ACC_1179,968658495736,Punjab National Bank,2684918.54
ACC_1180,365261091783,State Bank of India,2380586.32
ACC_1181,693895542835,HDFC Bank,3286827.81
ACC_1182,901852651047,State Bank of India,4631214.85
ACC_1183,999750763740,HDFC Bank,3978815.71
ACC_1184,464588900070,State Bank of India,444462.22
ACC_1185,351611550322,Punjab National Bank,1389072.12
ACC_1186,866338583768,ICICI Bank,4673339.48
ACC_1187,597156755523,Punjab National Bank,3479999.09
ACC_1188,911864350848,State Bank of India,4903543.8
ACC_1189,123930287429,ICICI Bank,963530.58
ACC_1190,275330503693,HDFC Bank,3687637.53
ACC_1191,296419335163,HDFC Bank,4136560.03
ACC_1192,242582798168,ICICI Bank,2304814.74
ACC_1193,596763052570,HDFC Bank,3093612.42
ACC_1194,228984271283,HDFC Bank,1833845.42
ACC_1195,429686382354,Axis Bank,770493.46
ACC_1196,275669129509,Axis Bank,1891052.63
ACC_1197,508757943796,State Bank of India,2665615.28
ACC_1198,563396478651,State Bank of India,425051.72
ACC_1199,332604838756,State Bank of India,769544.77
ACC_1200,577207114932,HDFC Bank,3498738.01
